,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment_perc
3970,Victor Fleming,157.0,226.0,149.0,248.0,George Reeves,503.0,198655278.0,Hattie McDaniel,Gone with the Wind ,215340.0,1862.0,Thomas Mitchell,1.0,battle of the sexes|gallantry|honesty|indifference|scandal,706.0,USA,G,3977000.0,1939.0,384.0,8.2,16000.0,194678278.0,4895.103796831782
3971,Richard Raymond,31.0,104.0,10.0,196.0,Reece Ritchie,507.0,143653.0,Tom Cullen,Desert Dancer ,1177.0,1281.0,Marama Corlett,0.0,dance|dancer|dancing|desert|iran,10.0,UK,PG-13,4000000.0,2014.0,236.0,6.0,0.0,-3856347.0,-96.408675
3972,Sam Peckinpah,53.0,152.0,541.0,288.0,Slim Pickens,773.0,14873.0,James Coburn,Major Dundee ,5294.0,2888.0,Warren Oates,2.0,apache|apache indian|confederate|mexico|scout,67.0,USA,R,3800000.0,1965.0,575.0,6.8,251.0,-3785127.0,-99.60860526315788
3973,Alan Jacobs,1.0,92.0,2.0,601.0,Laz Alonso,881.0,0.0,Snoop Dogg,Down for Life ,257.0,3229.0,Nicholas Gonzalez,3.0,latina|south central los angeles,6.0,USA,R,0.0,2009.0,826.0,7.3,237.0,0.0,0.0
3974,George Sidney,21.0,107.0,24.0,83.0,Howard Keel,277.0,8000000.0,Keenan Wynn,Annie Get Your Gun ,3167.0,731.0,Betty Hutton,0.0,girl|gun|love|sharpshooter|the end,90.0,USA,R,3768785.0,1950.0,244.0,7.0,456.0,4231215.0,112.27000213596689
3975,Christopher Morris,246.0,97.0,69.0,106.0,Riz Ahmed,414.0,304137.0,Kayvan Novak,Four Lions ,55982.0,1269.0,Alex Macqueen,0.0,accidental shooting|bird|crow|exploding animal|muslim,148.0,UK,R,0.0,2010.0,365.0,7.3,17000.0,304137.0,inf
3976,Andrucha Waddington,42.0,115.0,6.0,24.0,Seu Jorge,119.0,0.0,Fernanda Montenegro,House of Sand ,2650.0,222.0,Fernanda Torres,1.0,1910s|desert|dunes|goat|slave,35.0,Others,R,8000000.0,2005.0,69.0,7.5,385.0,-8000000.0,-100.0
3977,Peter Stebbings,78.0,95.0,89.0,388.0,Tony Nappo,963.0,37606.0,Michael Kelly,Defendor ,31836.0,2658.0,Charlotte Sullivan,0.0,gun running|organized crime|pimp|superhero|vigilante,90.0,Others,R,3500000.0,2009.0,654.0,6.8,0.0,-3462394.0,-98.92554285714286
3978,Vincente Minnelli,41.0,102.0,136.0,48.0,Reginald Owen,89.0,2956000.0,Gladys Cooper,The Pirate ,3258.0,282.0,Ellen Ross,0.0,hoop|horseback riding|love|pirate|singer,54.0,USA,R,3700000.0,1948.0,78.0,7.1,359.0,-744000.0,-20.10810810810811
3979,Dagur Kári,61.0,99.0,29.0,64.0,Susan Blommaert,117.0,19959.0,Alice Olivia Clarke,The Good Heart ,3579.0,298.0,Stephen Henderson,2.0,bar|bartender|death|heart attack|mentor protege relationship,14.0,Others,R,3800000.0,2009.0,64.0,6.9,0.0,-3780041.0,-99.47476315789474
3980,Nicholas Hytner,112.0,109.0,13.0,480.0,Russell Tovey,3000.0,2706659.0,Dominic Cooper,The History Boys ,17770.0,5977.0,James Corden,0.0,gay|headmaster|oxford|school|teacher,172.0,UK,R,2000000.0,2006.0,796.0,6.9,0.0,706659.0,35.332950000000004
3981,Jaume Collet-Serra,349.0,113.0,174.0,767.0,Frank Langella,14000.0,61094903.0,Liam Neeson,Unknown ,210548.0,17151.0,Aidan Quinn,3.0,agriculture|airport|amnesia|nurse|scientist,332.0,UK,PG-13,30000000.0,2011.0,902.0,6.9,29000.0,31094903.0,103.64967666666666
3983,John Schlesinger,88.0,113.0,154.0,77.0,Barnard Hughes,183.0,0.0,Brenda Vaccaro,Midnight Cowboy ,76616.0,465.0,John McGiver,2.0,gay|homosexual|homosexuality|hustler|male rear nudity,334.0,USA,NC-17,3600000.0,1969.0,89.0,7.9,0.0,-3600000.0,-100.0
3984,Peter Cattaneo,122.0,91.0,11.0,121.0,Mark Addy,1000.0,45857453.0,Tom Wilkinson,The Full Monty ,82232.0,2323.0,Lesley Sharp,3.0,dole|male stripper|northern england|steel worker|unemployment,174.0,UK,R,3500000.0,1997.0,891.0,7.2,0.0,42357453.0,1210.212942857143
3985,Jim Abrahams,134.0,88.0,104.0,318.0,Lloyd Bridges,628.0,83400000.0,Peter Graves,Airplane! ,160281.0,2726.0,Barbara Billingsley,0.0,air traffic controller|airplane|airport|pilot|spoof,427.0,USA,PG,3500000.0,1980.0,575.0,7.8,16000.0,79900000.0,2282.857142857143
3986,Kevin Carraway,11.0,88.0,2.0,6.0,Max Ryan,2000.0,0.0,Michael Jai White,Chain of Command ,801.0,2886.0,Jon Osbeck,3.0,army|michael jai white|ohio|steve austin,14.0,USA,R,5000000.0,2015.0,872.0,3.5,358.0,-5000000.0,-100.0
3987,F. Gary Gray,20.0,97.0,473.0,624.0,John Witherspoon,826.0,27900000.0,Nia Long,Friday ,74626.0,3455.0,Tony Cox,1.0,bully|drug dealer|first part|neighbor|neighborhood,157.0,USA,R,3500000.0,1995.0,723.0,7.3,8000.0,24400000.0,697.1428571428571
3988,Albert Hughes,28.0,97.0,117.0,556.0,Larenz Tate,851.0,27900000.0,Jada Pinkett Smith,Menace II Society ,39508.0,3036.0,Khandi Alexander,2.0,1990s|escape|graduation|hustler|street,96.0,USA,R,3500000.0,1993.0,582.0,7.5,0.0,24400000.0,697.1428571428571
3990,Michael Gornick,95.0,85.0,10.0,178.0,Holt McCallany,3000.0,14000000.0,George Kennedy,Creepshow 2 ,15956.0,3617.0,Dorothy Lamour,0.0,anthology|hit and run|hit by a car|living statue|melting woman,118.0,USA,R,3500000.0,1987.0,273.0,6.0,1000.0,10500000.0,300.0
3991,Sam Peckinpah,31.0,121.0,541.0,242.0,Jason Robards,575.0,0.0,Slim Pickens,The Ballad of Cable Hogue ,6350.0,1970.0,L.Q. Jones,2.0,desert|partner|prostitute|stagecoach|water,62.0,USA,R,3716946.0,1970.0,372.0,7.3,357.0,-3716946.0,-100.0
3992,Richard Brooks,79.0,134.0,174.0,188.0,Robert Blake,255.0,0.0,John Forsythe,In Cold Blood ,19026.0,970.0,Will Geer,1.0,homoeroticism|kansas|murder|police|robbery,128.0,USA,R,3500000.0,1967.0,220.0,8.0,0.0,-3500000.0,-100.0
3993,Fred Zinnemann,25.0,149.0,160.0,75.0,Peter Finch,157.0,0.0,Colleen Dewhurst,The Nun's Story ,7071.0,646.0,Beatrice Straight,0.0,belgium|congo|convent|nun|nurse,83.0,USA,R,3500000.0,1959.0,139.0,7.6,930.0,-3500000.0,-100.0
3994,Jack Smight,22.0,121.0,22.0,367.0,Robert Wagner,606.0,0.0,Janet Leigh,Harper ,5941.0,2402.0,Shelley Winters,1.0,kidnapping|los angeles california|neo noir|private detective|ransom,74.0,USA,R,3500000.0,1966.0,481.0,7.0,470.0,-3500000.0,-100.0
3995,Alfred Hitchcock,110.0,116.0,13000.0,118.0,Jean Marsh,195.0,0.0,Bernard Cribbins,Frenzy ,30982.0,771.0,Clive Swift,0.0,penknife|police|rape|serial killer|united kingdom,199.0,UK,R,2000000.0,1972.0,146.0,7.5,0.0,-2000000.0,-100.0
3996,Robert Eggers,425.0,92.0,22.0,159.0,Kate Dickie,648.0,25138292.0,Julian Richings,The Witch ,66483.0,1122.0,Ralph Ineson,0.0,black magic|goat|isolation|naked woman|witch,452.0,USA,R,3500000.0,2015.0,191.0,6.8,43000.0,21638292.0,618.2369142857143
3997,Michael Martin,19.0,93.0,0.0,78.0,Master P,625.0,10305534.0,Joe Estevez,I Got the Hook Up ,1721.0,987.0,Anthony Johnson,2.0,friend|obscenity|scam|vacant lot|van,38.0,USA,R,3500000.0,1998.0,118.0,3.9,280.0,6805534.0,194.44382857142855
3998,Edward Burns,43.0,96.0,0.0,111.0,Frank Vincent,385.0,9449219.0,John Mahoney,She's the One ,13949.0,995.0,Michael McGlone,2.0,claim in title|infidelity|irish american|love|sex,98.0,USA,R,3500000.0,1996.0,356.0,6.1,453.0,5949219.0,169.9776857142857
3999,Bill Condon,127.0,105.0,386.0,248.0,Lynn Redgrave,3000.0,6390032.0,Brendan Fraser,Gods and Monsters ,24977.0,4238.0,Kevin J. O'Connor,2.0,friendship|gardener|gay interest|homosexual|memory,229.0,USA,R,3500000.0,1998.0,258.0,7.5,0.0,2890032.0,82.57234285714286
4000,Juan José Campanella,262.0,129.0,195.0,50.0,Soledad Villamil,827.0,20167424.0,Ricardo Darín,The Secret in Their Eyes ,131831.0,1044.0,Guillermo Francella,0.0,investigation|justice|murder|suspect|tension,231.0,Others,R,2000000.0,2009.0,88.0,8.2,33000.0,18167424.0,908.3712
4001,George A. Romero,184.0,87.0,0.0,83.0,John Amplas,1000.0,0.0,Greg Nicotero,Day of the Dead ,49672.0,1592.0,Joseph Pilato,1.0,bunker|experiment|military|research|scientist,419.0,USA,R,3500000.0,1985.0,177.0,7.2,3000.0,-3500000.0,-100.0
4002,Gideon Raff,33.0,94.0,47.0,108.0,Gloria Votsis,430.0,0.0,Gideon Emery,Train ,4790.0,836.0,Derek Magyar,1.0,blood splatter|heart ripped out|jock strap|train|vomiting,52.0,USA,R,0.0,2008.0,209.0,4.8,804.0,0.0,0.0
4003,Sam Raimi,252.0,37.0,0.0,199.0,Dan Hicks,634.0,5923044.0,Ted Raimi,Evil Dead II ,113451.0,1347.0,Kassie Wesley DePaiva,0.0,cabin|cabin in the woods|demon|evil dead|woods,537.0,USA,NC-17,3600000.0,1987.0,328.0,7.8,0.0,2323044.0,64.529
4004,Louis C.K.,31.0,81.0,0.0,542.0,J.B. Smoove,560.0,3293258.0,Wanda Sykes,Pootie Tang ,11399.0,2238.0,Robert Vaughn,0.0,based on sketch comedy|corporation|cult film|evil corporation|sex,131.0,USA,PG-13,3000000.0,2001.0,555.0,5.2,0.0,293258.0,9.775266666666667
4005,Anthony C. Ferrante,139.0,97.0,48.0,689.0,John Heard,984.0,0.0,Ian Ziering,Sharknado ,34532.0,3075.0,Cassandra Scerbo,0.0,cult film|hurricane|school bus|shark|shark feature,236.0,USA,PG-13,1000000.0,2013.0,697.0,3.3,93000.0,-1000000.0,-100.0
4006,Salvador Carrasco,39.0,106.0,22.0,10.0,Zaide Silvia Gutiérrez,174.0,886410.0,Elpidia Carrillo,La otra conquista ,1024.0,222.0,Damián Delgado,0.0,1520s|aztec|indian|spanish colonization|spanish conquest,494.0,Others,R,3500000.0,1998.0,16.0,6.8,140.0,-2613590.0,-74.67399999999999
4007,André Øvredal,337.0,103.0,12.0,4.0,Johanna Mørck,29.0,252652.0,Otto Jespersen,Trollhunter ,54104.0,44.0,Glenn Erland Tosterud,0.0,bear|cameraman|hunter|secret government agency|troll,199.0,Others,PG-13,19900000.0,2010.0,4.0,7.0,38000.0,-19647348.0,-98.730391959799
4008,Robert Cary,30.0,101.0,0.0,681.0,Fred Willard,827.0,220234.0,Frances Conroy,Ira & Abby ,1950.0,3574.0,Kevin Sussman,3.0,erectile dysfunction|mugger|mugging|subway robbery|therapy,24.0,USA,R,3500000.0,2006.0,729.0,6.5,360.0,-3279766.0,-93.7076
4009,Akiva Schaffer,265.0,102.0,82.0,536.0,Nicholas Braun,622.0,34350553.0,Will Forte,The Watch ,104072.0,2486.0,Rosemarie DeWitt,4.0,alien|escape|manager|neighborhood watch|ohio,207.0,USA,R,68000000.0,2012.0,591.0,5.7,15000.0,-33649447.0,-49.48448088235294
4010,Adam Rapp,50.0,98.0,9.0,405.0,Will Ferrell,11000.0,101228.0,Zooey Deschanel,Winter Passing ,7228.0,20009.0,Dallas Roberts,4.0,love|michigan|musician|novelist|student,53.0,USA,R,3500000.0,2005.0,8000.0,6.4,414.0,-3398772.0,-97.10777142857143
4011,Angela Robinson,50.0,91.0,23.0,660.0,Geoff Stults,4000.0,96793.0,Jordana Brewster,D.E.B.S. ,12188.0,6380.0,Scoot McNairy,3.0,1959 cadillac|diamonds|female villain|force field|voyeurism,135.0,USA,PG-13,3500000.0,2004.0,756.0,5.3,1000.0,-3403207.0,-97.23448571428571
4013,Amanda Gusack,15.0,98.0,0.0,31.0,Christian Campbell,368.0,0.0,Alice Krige,The Betrayed ,1634.0,668.0,Blaine Anderson,0.0,blood splatter|ski mask|stolen money|vomiting|warehouse,11.0,USA,R,3500000.0,2008.0,168.0,6.1,127.0,-3500000.0,-100.0
4014,Avi Nesher,5.0,104.0,6.0,467.0,Elizabeth Berkley,922.0,0.0,Fisher Stevens,Taxman ,372.0,2406.0,Robert Townsend,6.0,bar|box office flop|dance|one word title|voice over narration,20.0,USA,R,1000000.0,1998.0,893.0,5.5,18.0,-1000000.0,-100.0
4016,Charles Adelman,4.0,96.0,0.0,460.0,Kevin Pollak,708.0,0.0,Teri Polo,2:13 ,961.0,2307.0,Jere Burns,0.0,death|forensic|murder|profiler|serial killer,12.0,USA,R,3500000.0,2009.0,574.0,4.8,211.0,-3500000.0,-100.0
4017,Jay Oliva,44.0,148.0,41.0,739.0,Mark Valley,2000.0,0.0,Michael Emerson,"Batman: The Dark Knight Returns, Part 2 ",30434.0,5526.0,Grey Griffin,0.0,batman|joker|mutant|tattoo on breast|the joker,55.0,USA,PG-13,3500000.0,2013.0,774.0,8.4,5000.0,-3500000.0,-100.0
4019,Uwe Boll,17.0,86.0,892.0,50.0,Shelly Varod,603.0,0.0,Bashar Rahal,In the Name of the King: The Last Job ,1285.0,854.0,Ralitsa Paskaleva,1.0,castle|dragon|kidnapping|satire|sword and sorcery,10.0,Others,R,3500000.0,2014.0,145.0,3.3,721.0,-3500000.0,-100.0
4020,Mark Young,7.0,92.0,14.0,597.0,Jake Busey,2000.0,0.0,Alexa PenaVega,Wicked Blood ,1928.0,3854.0,Lew Temple,2.0,chess|drugs|love|meth|pawn,10.0,USA,R,3500000.0,2014.0,660.0,5.4,482.0,-3500000.0,-100.0
4021,Daniel Petrie Jr.,9.0,88.0,19.0,322.0,Jeff Fahey,795.0,0.0,Chris Brochu,Dawn Patrol ,455.0,2497.0,Rita Wilson,0.0,desert|held at gunpoint|marine|revenge|sex on table,13.0,Others,R,3500000.0,2014.0,535.0,4.8,570.0,-3500000.0,-100.0
4022,Antonio Simoncini,3.0,90.0,0.0,37.0,Joe Egan,1000.0,0.0,Ray Winstone,Lords of London ,610.0,1183.0,Glen Murphy,1.0,gang leader|italian woman|period piece|purgatory|suicide,18.0,UK,R,3440000.0,2014.0,53.0,3.1,606.0,-3440000.0,-100.0
4023,Mel Brooks,55.0,94.0,0.0,605.0,Harvey Korman,1000.0,0.0,Madeline Kahn,High Anxiety ,15115.0,2861.0,Dick Van Patten,0.0,belldon's hysteria|high anxiety|hitchcockian|murder|parody,102.0,USA,PG,3400000.0,1977.0,628.0,6.7,0.0,-3400000.0,-100.0
4024,Luc Jacquet,169.0,80.0,10.0,34.0,Sofie Gråbøl,11000.0,77413017.0,Morgan Freeman,March of the Penguins ,45984.0,11218.0,Romane Bohringer,0.0,chick|emperor penguin|journey|ocean|penguin,331.0,Others,G,8000000.0,2005.0,108.0,7.6,0.0,69413017.0,867.6627125
4025,J.C. Chandor,290.0,107.0,78.0,969.0,Demi Moore,18000.0,5354039.0,Kevin Spacey,Margin Call ,92599.0,22834.0,Ashley Williams,8.0,capital management|financial crisis|financial disaster|investment fraud|management,225.0,USA,R,3500000.0,2011.0,2000.0,7.1,21000.0,1854039.0,52.972542857142855
4026,Eldar Rapaport,10.0,99.0,0.0,43.0,Adrian Gonzalez,141.0,0.0,Murray Bartlett,August ,1262.0,320.0,Edward Conna,1.0,apartment|gay parent|job interview|male pubic hair|pubic hair,13.0,USA,R,0.0,2011.0,69.0,6.1,224.0,0.0,0.0
4027,Clark Gregg,159.0,92.0,0.0,539.0,Matt Gerald,1000.0,2926565.0,Anjelica Huston,Choke ,28573.0,3608.0,Jonah Bobo,0.0,choking|friend|hospital|restaurant|scam,72.0,USA,R,3000000.0,2008.0,585.0,6.5,0.0,-73435.0,-2.4478333333333335
4028,Damien Chazelle,535.0,107.0,141.0,535.0,Melissa Benoist,24000.0,13092000.0,J.K. Simmons,Whiplash ,399138.0,26495.0,Chris Mulkey,0.0,conservatory|drummer|emotional abuse|music school|obsession,731.0,USA,R,3300000.0,2014.0,970.0,8.5,129000.0,9792000.0,296.72727272727275
4029,Fernando Meirelles,214.0,135.0,353.0,40.0,Seu Jorge,1000.0,7563397.0,Alice Braga,City of God ,533200.0,1211.0,Alexandre Rodrigues,0.0,coming of age|male frontal nudity|male nudity|photographer|slum,749.0,Others,R,3300000.0,2002.0,69.0,8.7,28000.0,4263397.0,129.1938484848485
4030,Justin Kerrigan,47.0,99.0,8.0,78.0,John Simm,798.0,104257.0,Danny Dyer,Human Traffic ,19194.0,1430.0,Shaun Parkes,2.0,friday|friend|hip hop|techno rave|weekend,160.0,UK,R,2200000.0,1999.0,472.0,7.1,0.0,-2095743.0,-95.26104545454545
4031,Nathan Frankowski,17.0,102.0,19.0,80.0,Rus Blackwell,632.0,0.0,Corbin Bleu,Day One ,2116.0,1011.0,Luis Antonio,7.0,character name in title|depression|drugs|one word title,13.0,USA,PG-13,3400000.0,2012.0,144.0,6.6,0.0,-3400000.0,-100.0
4032,Karen Moncrieff,85.0,93.0,22.0,303.0,Bruce Davison,11000.0,17311.0,James Franco,The Dead Girl ,12304.0,11860.0,Piper Laurie,0.0,dead girl|girl|granddaughter|morgue|storage unit,73.0,USA,R,0.0,2006.0,505.0,6.7,799.0,17311.0,inf
4033,Thomas Vinterberg,349.0,115.0,346.0,26.0,Alexandra Rapaport,74.0,610968.0,Thomas Bo Larsen,The Hunt ,170155.0,216.0,Hana Shuan,1.0,deer|gun|gunshot|hunt|kindergarten teacher,249.0,Others,R,3800000.0,2012.0,69.0,8.3,60000.0,-3189032.0,-83.9218947368421
4034,Bob Clark,109.0,94.0,84.0,378.0,Darren McGavin,662.0,0.0,Zack Ward,A Christmas Story ,104908.0,2076.0,Scott Schwartz,0.0,bb gun|boy|bully|christmas|tongue stuck on a pole,458.0,USA,PG,4000000.0,1983.0,577.0,8.1,18000.0,-4000000.0,-100.0
4035,Alejandro Monteverde,60.0,91.0,38.0,377.0,Ramon Rodriguez,625.0,8108247.0,Armando Riesco,Bella ,9607.0,2747.0,Eduardo Verástegui,0.0,inter cultural|latino|restaurant|soccer|train,174.0,USA,PG-13,3300000.0,2006.0,464.0,7.4,0.0,4808247.0,145.70445454545455
4036,Mark L. Lester,101.0,98.0,73.0,129.0,Perry King,595.0,0.0,Roddy McDowall,Class of 1984 ,6549.0,1105.0,Timothy Van Patten,4.0,back to school|city|high school|sadism|teacher,75.0,Others,R,4300000.0,1982.0,251.0,6.6,934.0,-4300000.0,-100.0
4037,Jennifer Finnigan,1.0,97.0,246.0,491.0,Kenan Thompson,756.0,0.0,Geoff Stults,The Opposite Sex ,557.0,3717.0,Josh Hopkins,5.0,bare breasts,3.0,USA,R,3300000.0,2014.0,521.0,4.5,0.0,-3300000.0,-100.0
4038,Eric Styles,16.0,92.0,4.0,405.0,Rupert Graves,631.0,7680.0,Samantha Morton,Dreaming of Joseph Lees ,704.0,2020.0,Miriam Margolyes,0.0,love crime|love triangle|lust|sister sister relationship|unrequited love,18.0,USA,R,2000000.0,1999.0,443.0,6.4,100.0,-1992320.0,-99.616
4039,Laurent Cantet,212.0,128.0,39.0,0.0,Agame Malembo-Emene,15.0,3766595.0,François Bégaudeau,The Class ,29248.0,17.0,Angélica Sancio,7.0,high school|inner city|school|student|teacher,86.0,Others,PG-13,0.0,2008.0,2.0,7.5,0.0,3766595.0,inf
4040,Roman Polanski,215.0,136.0,2000.0,449.0,Mia Farrow,917.0,0.0,John Cassavetes,Rosemary's Baby ,140527.0,2997.0,Charles Grodin,0.0,devil worship|incubus|paranoia|raped by a demon|satanism,447.0,USA,R,2300000.0,1968.0,563.0,8.0,13000.0,-2300000.0,-100.0
4041,John Ford,107.0,113.0,673.0,332.0,Woody Strode,756.0,0.0,Lee Marvin,The Man Who Shot Liberty Valance ,53741.0,2693.0,Vera Miles,1.0,friend|funeral|outlaw|pistol|stagecoach,214.0,USA,R,3200000.0,1962.0,423.0,8.1,0.0,-3200000.0,-100.0
4042,Max Mayer,122.0,99.0,6.0,194.0,Terry Walters,828.0,2277396.0,Peter Gallagher,Adam ,29239.0,1936.0,Amy Irving,0.0,apartment|asperger's syndrome|children|teacher|writer,70.0,USA,PG-13,0.0,2009.0,390.0,7.2,0.0,2277396.0,inf
4043,Joshua Marston,155.0,101.0,13.0,6.0,Wilson Guerrero,280.0,6517198.0,Catalina Sandino Moreno,Maria Full of Grace ,30474.0,308.0,Yenny Paola Vega,0.0,colombia|colombian|drug mule|money|stomach,172.0,Others,R,3000000.0,2004.0,11.0,7.5,0.0,3517198.0,117.23993333333334
4044,Mike Mills,261.0,105.0,101.0,157.0,Lou Taylor Pucci,1000.0,5776314.0,Goran Visnjic,Beginners ,73349.0,2016.0,Mary Page Keller,4.0,actress|cancer|death|french|gay relationship,142.0,USA,R,3200000.0,2010.0,394.0,7.2,15000.0,2576314.0,80.5098125
4045,John Gulager,130.0,95.0,38.0,898.0,Eric Dane,164000.0,0.0,Krista Allen,Feast ,25542.0,170118.0,Henry Rollins,0.0,bar|bloody body of child|dead boy|monster|vomiting,252.0,USA,R,3200000.0,2005.0,2000.0,6.4,0.0,-3200000.0,-100.0
4046,John Landis,94.0,109.0,644.0,559.0,Karen Allen,1000.0,141600000.0,John Belushi,Animal House ,90177.0,3468.0,Tim Matheson,6.0,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar,257.0,USA,R,3000000.0,1978.0,783.0,7.6,0.0,138600000.0,4620.0
4047,Guy Hamilton,164.0,110.0,82.0,177.0,Gert Fröbe,387.0,51100000.0,Honor Blackman,Goldfinger ,139432.0,1198.0,Lois Maxwell,2.0,bikini|covered in melted gold|fort knox|gold|pilot,418.0,UK,R,3000000.0,1964.0,202.0,7.8,0.0,48100000.0,1603.3333333333335
4048,Brandon Cronenberg,188.0,108.0,43.0,463.0,Douglas Smith,691.0,0.0,Sarah Gadon,Antiviral ,9356.0,1962.0,Caleb Landry Jones,0.0,celebrity|injection|near future|scalpel|stabbed in the mouth,47.0,Others,R,3200000.0,2012.0,480.0,5.7,0.0,-3200000.0,-100.0
4049,Frank Capra,206.0,118.0,964.0,248.0,Lionel Barrymore,488.0,0.0,Donna Reed,It's a Wonderful Life ,275720.0,1844.0,Thomas Mitchell,0.0,angel|bank|guardian angel|second chance|small town life,706.0,USA,PG,3180000.0,1946.0,275.0,8.6,41000.0,-3180000.0,-100.0
4050,Danny Boyle,134.0,94.0,0.0,557.0,Shirley Henderson,2000.0,16501785.0,Kelly Macdonald,Trainspotting ,469561.0,3559.0,Ewen Bremner,4.0,drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal,514.0,UK,R,3500000.0,1996.0,887.0,8.2,21000.0,13001785.0,371.47957142857143
4051,Spike Lee,53.0,115.0,0.0,360.0,Cedric the Entertainer,1000.0,38168022.0,Bernie Mac,The Original Kings of Comedy ,4687.0,1964.0,Steve Harvey,0.0,backstage|comedian|concert film|emcee|stand up comedian,83.0,USA,R,3000000.0,2000.0,436.0,6.6,290.0,35168022.0,1172.2674
4052,Tod Williams,264.0,98.0,21.0,189.0,Molly Ephraim,438.0,84749884.0,Sprague Grayden,Paranormal Activity 2 ,82133.0,1081.0,Micah Sloat,0.0,california|carlsbad california|house|nanny|security camera,359.0,USA,R,3000000.0,2010.0,332.0,5.7,14000.0,81749884.0,2724.9961333333335
4053,Kirk Jones,94.0,91.0,52.0,482.0,David Kelly,773.0,24788807.0,James Nesbitt,Waking Ned Devine ,21245.0,1965.0,Fionnula Flanagan,0.0,dead body|death|lottery|small town|village,213.0,UK,PG,3000000.0,1998.0,588.0,7.4,0.0,21788807.0,726.2935666666666
4054,Michael Moore,215.0,120.0,909.0,184.0,Dick Clark,909.0,21244913.0,Michael Moore,Bowling for Columbine ,123090.0,1779.0,Bill Clinton,2.0,bank|columbine|columbine high school killings|firearm|school shooting,888.0,Others,R,4000000.0,2002.0,504.0,8.0,4000.0,17244913.0,431.12282500000003
4055,Yimou Zhang,85.0,109.0,611.0,4.0,Daoming Chen,878.0,377420.0,Li Gong,Coming Home ,2789.0,900.0,Ni Yan,1.0,amnesia|cultural revolution|husband wife relationship|memory|political prisoner,20.0,Others,PG-13,0.0,2014.0,10.0,7.3,0.0,377420.0,inf
4056,Jack Sholder,138.0,87.0,28.0,217.0,Robert Rusler,426.0,30000000.0,Clu Gulager,A Nightmare on Elm Street 2: Freddy's Revenge ,43485.0,1472.0,Marshall Bell,0.0,freddy krueger|gay|gay subtext|homoeroticism|jock strap,327.0,USA,R,2200000.0,1985.0,359.0,5.4,0.0,27800000.0,1263.6363636363637
4057,James Ivory,55.0,117.0,133.0,249.0,Rupert Graves,687.0,20966644.0,Julian Sands,A Room with a View ,29610.0,1665.0,Denholm Elliott,0.0,male nudity|male pubic hair|nude bathing|piano|pubic hair,94.0,UK,R,3000000.0,1985.0,443.0,7.4,0.0,17966644.0,598.8881333333334
4058,James DeMonaco,361.0,85.0,65.0,535.0,Adelaide Kane,942.0,64423650.0,Rhys Wakefield,The Purge ,139329.0,3708.0,Chris Mulkey,0.0,class differences|killing spree|one night|suburb|violence,578.0,USA,R,3000000.0,2013.0,810.0,5.7,31000.0,61423650.0,2047.4550000000002
4059,Scott Derrickson,411.0,110.0,301.0,412.0,Victoria Leigh,1000.0,48056940.0,Danielle Kotch,Sinister ,155153.0,2239.0,James Ransone,0.0,book|found footage|research|snuff film|writer,524.0,USA,R,3000000.0,2012.0,419.0,6.8,58000.0,45056940.0,1501.8980000000001
4060,David Raynr,24.0,113.0,9.0,12.0,Mikki Padilla,71.0,19184015.0,Nancy O'Dell,Martin Lawrence Live: Runteldat ,1466.0,159.0,Dayna Devon,1.0,actor name in title|colon in title|four word title|live performance|satire,35.0,USA,R,3000000.0,2002.0,65.0,5.4,63.0,16184015.0,539.4671666666667
4061,Richard Brooks,70.0,108.0,174.0,110.0,Judith Anderson,253.0,0.0,Burl Ives,Cat on a Hot Tin Roof ,33741.0,649.0,Jack Carson,0.0,cancer|football|homosexuality|marriage|mississippi,141.0,USA,R,3000000.0,1958.0,197.0,8.1,0.0,-3000000.0,-100.0
4062,Ted Post,78.0,95.0,57.0,158.0,Gregory Sierra,220.0,0.0,Linda Harrison,Beneath the Planet of the Apes ,32378.0,1186.0,Victor Buono,0.0,ape|astronaut|mission|planet|rescue,150.0,USA,G,3000000.0,1970.0,162.0,6.1,0.0,-3000000.0,-100.0
